"codigo","componente","segunda_linha"
"B019B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B019C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B019D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B019E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B019F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A0","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A1","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A2","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A3","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A4","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A5","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A6","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A7","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A8","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01A9","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01AA","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01AB","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01AC","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01AD","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01AE","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01AF","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B0","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B1","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B2","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B3","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B4","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B5","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B6","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B7","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B8","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01B9","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01BA","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01BB","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01BC","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01BD","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01BE","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01BF","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C0","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C1","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C2","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C3","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C4","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C5","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C6","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C7","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C8","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01C9","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01CA","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01CB","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01CC","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01CD","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01CE","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01CF","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D0","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D1","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D2","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D3","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D4","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D5","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D6","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D7","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D8","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01D9","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01DA","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01DB","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01DC","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01DD","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01DE","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01DF","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E0","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E1","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E2","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E3","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E4","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E5","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E6","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E7","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E8","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01E9","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01EA","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01EB","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01EC","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01ED","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01EE","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01EF","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F0","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F1","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F2","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F3","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F4","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F5","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F6","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F7","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F8","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01F9","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01FA","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01FB","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01FC","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01FD","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01FE","Código reservado para uso futuro pelas normas ISO/SAE.",
"B01FF","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0200","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0201","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0202","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0203","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0204","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0205","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0206","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0207","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0208","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0209","Código reservado para uso futuro pelas normas ISO/SAE.",
"B020A","Código reservado para uso futuro pelas normas ISO/SAE.",
"B020B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B020C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B020D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B020E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B020F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0210","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0211","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0212","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0213","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0214","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0215","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0216","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0217","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0218","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0219","Código reservado para uso futuro pelas normas ISO/SAE.",
"B021A","Código reservado para uso futuro pelas normas ISO/SAE.",
"B021B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B021C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B021D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B021E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B021F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0220","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0221","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0222","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0223","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0224","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0225","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0226","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0227","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0228","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0229","Código reservado para uso futuro pelas normas ISO/SAE.",
"B022A","Código reservado para uso futuro pelas normas ISO/SAE.",
"B022B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B022C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B022D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B022E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B022F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0230","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0231","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0232","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0233","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0234","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0235","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0236","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0237","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0238","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0239","Código reservado para uso futuro pelas normas ISO/SAE.",
"B023A","Código reservado para uso futuro pelas normas ISO/SAE.",
"B023B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B023C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B023D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B023E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B023F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0240","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0241","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0242","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0243","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0244","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0245","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0246","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0247","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0248","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0249","Código reservado para uso futuro pelas normas ISO/SAE.",
"B024A","Código reservado para uso futuro pelas normas ISO/SAE.",
"B024B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B024C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B024D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B024E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B024F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0250","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0251","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0252","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0253","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0254","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0255","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0256","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0257","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0258","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0259","Código reservado para uso futuro pelas normas ISO/SAE.",
"B025A","Código reservado para uso futuro pelas normas ISO/SAE.",
"B025B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B025C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B025D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B025E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B025F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0260","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0261","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0262","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0263","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0264","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0265","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0266","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0267","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0268","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0269","Código reservado para uso futuro pelas normas ISO/SAE.",
"B026A","Código reservado para uso futuro pelas normas ISO/SAE.",
"B026B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B026C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B026D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B026E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B026F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0270","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0271","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0272","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0273","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0274","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0275","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0276","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0277","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0278","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0279","Código reservado para uso futuro pelas normas ISO/SAE.",
"B027A","Código reservado para uso futuro pelas normas ISO/SAE.",
"B027B","Código reservado para uso futuro pelas normas ISO/SAE.",
"B027C","Código reservado para uso futuro pelas normas ISO/SAE.",
"B027D","Código reservado para uso futuro pelas normas ISO/SAE.",
"B027E","Código reservado para uso futuro pelas normas ISO/SAE.",
"B027F","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0280","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0281","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0282","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0283","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0284","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0285","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0286","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0287","Código reservado para uso futuro pelas normas ISO/SAE.",
"B0288","Código reservado para uso futuro pelas normas ISO/SAE.",
